C1 BodySize,C1 WicksUp,C1 WicksDown,C1 CandleType,C2 BodySize,C2 WicksUp,C2 WicksDown,C2 CandleType,C3 BodySize,C3 WicksUp,C3 WicksDown,C3 CandleType,P0ICTION OUTPUT
1.73,0.001,0.821,0,0.07,0.23,0.25,1,0.25,0.01,0.394,0,1
0.07,0.23,0.25,1,0.25,0.01,0.394,0,0.32,0.06,0.011,1,1
0.25,0.01,0.394,0,0.32,0.06,0.011,1,0.389,0.03,0.021,1,0
0.32,0.06,0.011,1,0.389,0.03,0.021,1,0.311,0.159,0.082,0,0
0.389,0.03,0.021,1,0.311,0.159,0.082,0,0.79,0.001,0.03,0,0
0.311,0.159,0.082,0,0.79,0.001,0.03,0,0.32,0.131,0.02,0,1
0.79,0.001,0.03,0,0.32,0.131,0.02,0,0.03,0.411,0.02,1,0
0.32,0.131,0.02,0,0.03,0.411,0.02,1,0.96,0,0.503,0,1
0.03,0.411,0.02,1,0.96,0,0.503,0,0.051,0.29,0.35,1,0
0.96,0,0.503,0,0.051,0.29,0.35,1,0.721,0.05,0.33,0,0
0.051,0.29,0.35,1,0.721,0.05,0.33,0,1.421,0.089,0,0,0
0.721,0.05,0.33,0,1.421,0.089,0,0,0.8,0.31,0.24,0,1
1.421,0.089,0,0,0.8,0.31,0.24,0,0.669,0.598,0.131,1,0
0.8,0.31,0.24,0,0.669,0.598,0.131,1,0.091,0.13,0.43,0,0
0.669,0.598,0.131,1,0.091,0.13,0.43,0,1.421,0.03,0.201,0,1
0.091,0.13,0.43,0,1.421,0.03,0.201,0,0.46,0.12,0.312,1,0
1.421,0.03,0.201,0,0.46,0.12,0.312,1,0.479,0.001,0.001,0,0
0.46,0.12,0.312,1,0.479,0.001,0.001,0,0.197,0.102,0.102,0,1
0.479,0.001,0.001,0,0.197,0.102,0.102,0,1.007,0.023,0.111,1,0
0.197,0.102,0.102,0,1.007,0.023,0.111,1,0.099,0.098,0.044,0,0
1.007,0.023,0.111,1,0.099,0.098,0.044,0,0.399,0.001,0.063,0,1
0.099,0.098,0.044,0,0.399,0.001,0.063,0,1.07,0.051,0.01,1,1
0.399,0.001,0.063,0,1.07,0.051,0.01,1,0.089,0.341,0.101,1,1
1.07,0.051,0.01,1,0.089,0.341,0.101,1,0.226,0.101,0.103,1,1
0.089,0.341,0.101,1,0.226,0.101,0.103,1,0.463,0.321,0,1,0
0.226,0.101,0.103,1,0.463,0.321,0,1,0.18,0.009,0.231,0,0
0.463,0.321,0,1,0.18,0.009,0.231,0,0.18,0.021,0.292,0,0
0.18,0.009,0.231,0,0.18,0.021,0.292,0,0.33,0.009,0.291,0,0
0.18,0.021,0.292,0,0.33,0.009,0.291,0,1.449,0.021,0.001,0,1
0.33,0.009,0.291,0,1.449,0.021,0.001,0,1.109,0.11,0.001,1,0
1.449,0.021,0.001,0,1.109,0.11,0.001,1,0.13,0.301,0.09,0,1
1.109,0.11,0.001,1,0.13,0.301,0.09,0,0.199,0.011,0.011,1,1
0.13,0.301,0.09,0,0.199,0.011,0.011,1,0.209,0.211,0.011,1,1
0.199,0.011,0.011,1,0.209,0.211,0.011,1,0.19,0.049,0.101,1,1
0.209,0.211,0.011,1,0.19,0.049,0.101,1,0.171,0,0.1,1,0
0.19,0.049,0.101,1,0.171,0,0.1,1,0.44,0.03,0.043,0,1
0.171,0,0.1,1,0.44,0.03,0.043,0,0,0.089,0.041,1,0
0.44,0.03,0.043,0,0,0.089,0.041,1,0.41,0,0.13,0,1
0,0.089,0.041,1,0.41,0,0.13,0,0.41,0.031,0.069,1,0
0.41,0,0.13,0,0.41,0.031,0.069,1,0.099,0.041,0.014,0,1
0.41,0.031,0.069,1,0.099,0.041,0.014,0,0.201,0,0.2,1,1
0.099,0.041,0.014,0,0.201,0,0.2,1,0.069,0.061,0.011,1,1
0.201,0,0.2,1,0.069,0.061,0.011,1,0.029,0.02,0.09,1,1
0.069,0.061,0.011,1,0.029,0.02,0.09,1,0.201,0.1,0.099,1,1
0.029,0.02,0.09,1,0.201,0.1,0.099,1,0.017,0.194,0,1,1
0.201,0.1,0.099,1,0.017,0.194,0,1,0.261,0.032,0.247,1,1
0.017,0.194,0,1,0.261,0.032,0.247,1,0.304,0.14,0.1,1,0
0.261,0.032,0.247,1,0.304,0.14,0.1,1,0.093,0.02,0.077,0,0
0.304,0.14,0.1,1,0.093,0.02,0.077,0,0.17,0.027,0.022,0,1
0.093,0.02,0.077,0,0.17,0.027,0.022,0,0.249,0.091,0.291,1,1
0.17,0.027,0.022,0,0.249,0.091,0.291,1,0.069,0.141,0.043,1,1
0.249,0.091,0.291,1,0.069,0.141,0.043,1,0.229,0.1,0.201,1,1
0.069,0.141,0.043,1,0.229,0.1,0.201,1,0.54,0.059,0.061,1,0
0.229,0.1,0.201,1,0.54,0.059,0.061,1,0.26,0.001,0,0,0
0.54,0.059,0.061,1,0.26,0.001,0,0,0.549,0.018,0.011,0,1
0.26,0.001,0,0,0.549,0.018,0.011,0,0.241,0.156,0.069,1,0
0.549,0.018,0.011,0,0.241,0.156,0.069,1,0.177,0.059,0.043,0,0
0.241,0.156,0.069,1,0.177,0.059,0.043,0,1.209,0.09,0.143,0,1
0.177,0.059,0.043,0,1.209,0.09,0.143,0,0.191,0.029,0.459,1,1
1.209,0.09,0.143,0,0.191,0.029,0.459,1,0.459,0.02,0.171,1,0
0.191,0.029,0.459,1,0.459,0.02,0.171,1,0.47,0.11,0.041,0,0
0.459,0.02,0.171,1,0.47,0.11,0.041,0,0.479,0.221,0.06,0,1
0.47,0.11,0.041,0,0.479,0.221,0.06,0,0.151,0.069,0.04,1,0
0.479,0.221,0.06,0,0.151,0.069,0.04,1,0.98,0.151,0.012,0,1
0.151,0.069,0.04,1,0.98,0.151,0.012,0,0.23,0.1,0.191,1,1
0.98,0.151,0.012,0,0.23,0.1,0.191,1,0,0.16,0.141,1,1
0.23,0.1,0.191,1,0,0.16,0.141,1,0.17,0.2,0.01,1,1
0,0.16,0.141,1,0.17,0.2,0.01,1,0.417,0.103,0.06,1,0
0.17,0.2,0.01,1,0.417,0.103,0.06,1,0.097,0.134,0.12,0,1
0.417,0.103,0.06,1,0.097,0.134,0.12,0,0.347,0.002,0.031,1,1
0.097,0.134,0.12,0,0.347,0.002,0.031,1,0.716,0.27,0.114,1,0
0.347,0.002,0.031,1,0.716,0.27,0.114,1,0.228,0.179,0.083,0,0
0.716,0.27,0.114,1,0.228,0.179,0.083,0,0.791,0,0.02,0,1
0.228,0.179,0.083,0,0.791,0,0.02,0,0.01,0.211,0.213,1,1
0.791,0,0.02,0,0.01,0.211,0.213,1,0.68,0.1,0.013,1,1
0.01,0.211,0.213,1,0.68,0.1,0.013,1,0.391,0.107,0.21,1,1
0.68,0.1,0.013,1,0.391,0.107,0.21,1,0.187,0.03,0.41,1,1
0.391,0.107,0.21,1,0.187,0.03,0.41,1,0.197,0.004,0.12,1,1
0.187,0.03,0.41,1,0.197,0.004,0.12,1,0.39,0.034,0,1,0
0.197,0.004,0.12,1,0.39,0.034,0,1,0.01,0.03,0.736,0,1
0.39,0.034,0,1,0.01,0.03,0.736,0,0.111,0.239,0.077,1,1
0.01,0.03,0.736,0,0.111,0.239,0.077,1,0,0.353,0.017,1,0
0.111,0.239,0.077,1,0,0.353,0.017,1,0.277,0,0.13,0,1
0,0.353,0.017,1,0.277,0,0.13,0,0.011,0.099,0.39,1,1
0.277,0,0.13,0,0.011,0.099,0.39,1,0.11,0.049,0.211,1,1
0.011,0.099,0.39,1,0.11,0.049,0.211,1,0.07,0.33,0.121,1,0
0.11,0.049,0.211,1,0.07,0.33,0.121,1,0.383,0.02,0.197,0,1
0.07,0.33,0.121,1,0.383,0.02,0.197,0,0.234,0.22,0.057,1,0
0.383,0.02,0.197,0,0.234,0.22,0.057,1,0.65,0.046,0.014,0,1
0.234,0.22,0.057,1,0.65,0.046,0.014,0,0.697,0,0,1,0
0.65,0.046,0.014,0,0.697,0,0,1,0.136,0.2,0,0,1
0.697,0,0,1,0.136,0.2,0,0,0.321,0.02,0,1,0
0.136,0.2,0,0,0.321,0.02,0,1,0.22,0.091,0.1,0,0
0.321,0.02,0,1,0.22,0.091,0.1,0,0.211,0,0.203,0,0
0.22,0.091,0.1,0,0.211,0,0.203,0,0.15,0.04,0.03,0,0
0.211,0,0.203,0,0.15,0.04,0.03,0,0.11,0.121,0.173,0,1
0.15,0.04,0.03,0,0.11,0.121,0.173,0,0.01,0.191,0.1,1,1
0.11,0.121,0.173,0,0.01,0.191,0.1,1,0.067,0.201,0.11,1,1
0.01,0.191,0.1,1,0.067,0.201,0.11,1,0.423,0.1,0.299,1,1
0.067,0.201,0.11,1,0.423,0.1,0.299,1,0.179,0.031,0.064,1,1
0.423,0.1,0.299,1,0.179,0.031,0.064,1,0.196,0,0.071,1,0
0.179,0.031,0.064,1,0.196,0,0.071,1,0.48,0,0.007,0,1
0.196,0,0.071,1,0.48,0,0.007,0,0.204,0.127,0.01,1,0
0.48,0,0.007,0,0.204,0.127,0.01,1,0.08,0.01,0.061,0,0
0.204,0.127,0.01,1,0.08,0.01,0.061,0,0.491,0,0.232,0,0
0.08,0.01,0.061,0,0.491,0,0.232,0,0.11,0.231,0.012,0,0
0.491,0,0.232,0,0.11,0.231,0.012,0,0.01,0.13,0.192,0,0
0.11,0.231,0.012,0,0.01,0.13,0.192,0,0.17,0.021,0.24,0,1
0.01,0.13,0.192,0,0.17,0.021,0.24,0,0.16,0.101,0.003,1,0
0.17,0.021,0.24,0,0.16,0.101,0.003,1,0.111,0.07,0.053,0,1
0.16,0.101,0.003,1,0.111,0.07,0.053,0,0.14,0.357,0.131,1,0
0.111,0.07,0.053,0,0.14,0.357,0.131,1,0.003,0.588,0.147,0,0
0.14,0.357,0.131,1,0.003,0.588,0.147,0,0.199,0.201,0.101,0,1
0.003,0.588,0.147,0,0.199,0.201,0.101,0,0.159,0.021,0.211,1,1
0.199,0.201,0.101,0,0.159,0.021,0.211,1,0.021,0.03,0.3,1,1
0.159,0.021,0.211,1,0.021,0.03,0.3,1,0.209,0.001,0.201,1,0
0.021,0.03,0.3,1,0.209,0.001,0.201,1,0.02,0.111,0.12,0,1
0.209,0.001,0.201,1,0.02,0.111,0.12,0,0.453,0.02,0.038,1,1
0.02,0.111,0.12,0,0.453,0.02,0.038,1,0.101,0.03,0.03,1,1
0.453,0.02,0.038,1,0.101,0.03,0.03,1,0.014,0.057,0.31,1,1
0.101,0.03,0.03,1,0.014,0.057,0.31,1,0.08,0.038,0.312,1,1
0.014,0.057,0.31,1,0.08,0.038,0.312,1,1.08,0.01,0.058,1,0
0.08,0.038,0.312,1,1.08,0.01,0.058,1,0.338,0.269,0.023,0,1
1.08,0.01,0.058,1,0.338,0.269,0.023,0,0.091,0.162,0.007,1,1
0.338,0.269,0.023,0,0.091,0.162,0.007,1,0.742,0.011,0.008,1,1
0.091,0.162,0.007,1,0.742,0.011,0.008,1,0.969,0.038,0.213,1,0
0.742,0.011,0.008,1,0.969,0.038,0.213,1,0.164,0.036,0.259,0,1
0.969,0.038,0.213,1,0.164,0.036,0.259,0,0.083,0.06,0.386,1,0
0.164,0.036,0.259,0,0.083,0.06,0.386,1,0.581,0.08,0.102,0,0
0.083,0.06,0.386,1,0.581,0.08,0.102,0,0.88,0.129,0.601,0,1
0.581,0.08,0.102,0,0.88,0.129,0.601,0,0.048,0,0.43,1,1
0.88,0.129,0.601,0,0.048,0,0.43,1,0.71,0.146,0.021,1,1
0.048,0,0.43,1,0.71,0.146,0.021,1,0.119,0.321,0.07,1,0
0.71,0.146,0.021,1,0.119,0.321,0.07,1,2.677,0.001,0.74,0,1
0.119,0.321,0.07,1,2.677,0.001,0.74,0,0.683,0.088,0,1,1
2.677,0.001,0.74,0,0.683,0.088,0,1,0.401,0.013,0.33,1,1
0.683,0.088,0,1,0.401,0.013,0.33,1,0.043,0.41,0.391,1,1
0.401,0.013,0.33,1,0.043,0.41,0.391,1,0.09,0.319,0.063,1,1
0.043,0.41,0.391,1,0.09,0.319,0.063,1,0.41,0.116,0.013,1,1
0.09,0.319,0.063,1,0.41,0.116,0.013,1,0.439,0.007,0.18,1,0
0.41,0.116,0.013,1,0.439,0.007,0.18,1,0.91,0.197,0.1,0,1
0.439,0.007,0.18,1,0.91,0.197,0.1,0,0.744,0.347,0.047,1,1
0.91,0.197,0.1,0,0.744,0.347,0.047,1,0.4,0.111,0.193,1,0
0.744,0.347,0.047,1,0.4,0.111,0.193,1,0.208,0.032,0.2,0,0
0.4,0.111,0.193,1,0.208,0.032,0.2,0,0.491,0.147,0.2,0,1
0.208,0.032,0.2,0,0.491,0.147,0.2,0,0.137,0.173,0.69,1,1
0.491,0.147,0.2,0,0.137,0.173,0.69,1,0.506,0.023,0.201,1,0
0.137,0.173,0.69,1,0.506,0.023,0.201,1,0.277,0.204,0.03,0,1
0.506,0.023,0.201,1,0.277,0.204,0.03,0,0.109,0.29,0.903,1,1
0.277,0.204,0.03,0,0.109,0.29,0.903,1,0.899,0.68,0.09,1,0
0.109,0.29,0.903,1,0.899,0.68,0.09,1,0.12,0.174,0.18,0,1
0.899,0.68,0.09,1,0.12,0.174,0.18,0,0.821,0.122,0,1,0
0.12,0.174,0.18,0,0.821,0.122,0,1,0.237,0.031,0.09,0,0
0.821,0.122,0,1,0.237,0.031,0.09,0,0.811,0.099,0.21,0,1
0.237,0.031,0.09,0,0.811,0.099,0.21,0,0.28,0.341,0.113,1,1
0.811,0.099,0.21,0,0.28,0.341,0.113,1,0.479,0.04,0.521,1,1
0.28,0.341,0.113,1,0.479,0.04,0.521,1,0.049,0.2,0.204,1,0
0.479,0.04,0.521,1,0.049,0.2,0.204,1,0.496,0.314,0.11,0,0
0.049,0.2,0.204,1,0.496,0.314,0.11,0,0.221,0.16,0.1,0,0
0.496,0.314,0.11,0,0.221,0.16,0.1,0,1.066,0,0.931,0,1
0.221,0.16,0.1,0,1.066,0,0.931,0,0.661,0.1,0.22,1,0
1.066,0,0.931,0,0.661,0.1,0.22,1,0.08,0.311,0.48,0,1
0.661,0.1,0.22,1,0.08,0.311,0.48,0,0.08,0,0.583,1,0
0.08,0.311,0.48,0,0.08,0,0.583,1,0.72,0.181,0.25,0,0
0.08,0,0.583,1,0.72,0.181,0.25,0,0.18,0.489,0.22,0,1
0.72,0.181,0.25,0,0.18,0.489,0.22,0,0.701,0.109,0.2,1,1
0.18,0.489,0.22,0,0.701,0.109,0.2,1,0.313,0.207,0.08,1,1
0.701,0.109,0.2,1,0.313,0.207,0.08,1,0.081,0.419,0.02,1,0
0.313,0.207,0.08,1,0.081,0.419,0.02,1,0.179,0.531,0.321,0,1
0.081,0.419,0.02,1,0.179,0.531,0.321,0,0.096,0.001,0.561,1,1
0.179,0.531,0.321,0,0.096,0.001,0.561,1,0.003,0.071,0.429,1,0
0.096,0.001,0.561,1,0.003,0.071,0.429,1,0.24,0.417,0.01,0,1
0.003,0.071,0.429,1,0.24,0.417,0.01,0,0.351,0.26,0,1,0
0.24,0.417,0.01,0,0.351,0.26,0,1,0.36,0.437,0.16,0,0
0.351,0.26,0,1,0.36,0.437,0.16,0,0.304,0.147,0.167,0,1
0.36,0.437,0.16,0,0.304,0.147,0.167,0,0.009,0.211,0.171,1,1
0.304,0.147,0.167,0,0.009,0.211,0.171,1,0,0.309,0.223,1,1
0.009,0.211,0.171,1,0,0.309,0.223,1,0.23,0.051,0.009,1,1
0,0.309,0.223,1,0.23,0.051,0.009,1,0.251,0,0.14,1,1
0.23,0.051,0.009,1,0.251,0,0.14,1,0.15,0.45,0.1,1,1
0.251,0,0.14,1,0.15,0.45,0.1,1,0.219,0.091,0.001,1,1
0.15,0.45,0.1,1,0.219,0.091,0.001,1,0.181,0.31,0,1,0
0.219,0.091,0.001,1,0.181,0.31,0,1,0.02,0.299,0.15,0,0
0.181,0.31,0,1,0.02,0.299,0.15,0,0.241,0.329,0.036,0,0
0.02,0.299,0.15,0,0.241,0.329,0.036,0,0.047,0.201,0.14,0,0
0.241,0.329,0.036,0,0.047,0.201,0.14,0,0.133,0.291,0.007,0,0
0.047,0.201,0.14,0,0.133,0.291,0.007,0,0.051,0.249,0.16,0,0
0.133,0.291,0.007,0,0.051,0.249,0.16,0,0.011,0.189,0.21,0,1
0.051,0.249,0.16,0,0.011,0.189,0.21,0,0.009,0.131,0.124,1,1
0.011,0.189,0.21,0,0.009,0.131,0.124,1,0.431,0.077,0.02,1,0
0.009,0.131,0.124,1,0.431,0.077,0.02,1,0.459,0.088,0.021,0,0
0.431,0.077,0.02,1,0.459,0.088,0.021,0,0.54,0.08,0.241,0,1
0.459,0.088,0.021,0,0.54,0.08,0.241,0,0.118,0.403,0.083,1,0
0.54,0.08,0.241,0,0.118,0.403,0.083,1,0.118,0.032,0.13,0,0
0.118,0.403,0.083,1,0.118,0.032,0.13,0,0.161,0.309,0.04,0,1
0.118,0.032,0.13,0,0.161,0.309,0.04,0,0.52,0.091,0.06,1,0
0.161,0.309,0.04,0,0.52,0.091,0.06,1,0.19,0.01,0.011,0,0
0.52,0.091,0.06,1,0.19,0.01,0.011,0,0.02,0.27,0.1,0,1
0.19,0.01,0.011,0,0.02,0.27,0.1,0,0.011,0.16,0.212,1,1
0.02,0.27,0.1,0,0.011,0.16,0.212,1,0.339,0.061,0.071,1,1
0.011,0.16,0.212,1,0.339,0.061,0.071,1,0.451,0.16,0.05,1,1
0.339,0.061,0.071,1,0.451,0.16,0.05,1,0.171,0,0.11,1,0
0.451,0.16,0.05,1,0.171,0,0.11,1,0.229,0.001,0.081,0,0
0.171,0,0.11,1,0.229,0.001,0.081,0,0.03,0.09,0.06,0,0
0.229,0.001,0.081,0,0.03,0.09,0.06,0,0.92,0.001,0.02,0,0
0.03,0.09,0.06,0,0.92,0.001,0.02,0,0.001,0.17,0.09,0,1
0.92,0.001,0.02,0,0.001,0.17,0.09,0,0.111,0.229,0.042,1,0
0.001,0.17,0.09,0,0.111,0.229,0.042,1,2.821,0.093,0.02,0,0
0.111,0.229,0.042,1,2.821,0.093,0.02,0,2.809,0.041,0.514,0,0
2.821,0.093,0.02,0,2.809,0.041,0.514,0,2.47,0,0.58,0,1
2.809,0.041,0.514,0,2.47,0,0.58,0,0.73,0.58,0.624,1,1
2.47,0,0.58,0,0.73,0.58,0.624,1,0.541,0.35,1.04,1,1
0.73,0.58,0.624,1,0.541,0.35,1.04,1,0.201,0,0.51,1,1
0.541,0.35,1.04,1,0.201,0,0.51,1,0.79,0.621,0.05,1,1
0.201,0,0.51,1,0.79,0.621,0.05,1,1.083,0.44,0.007,1,0
0.79,0.621,0.05,1,1.083,0.44,0.007,1,0.186,0.044,0.143,0,1
1.083,0.44,0.007,1,0.186,0.044,0.143,0,0.831,0.007,0,1,1
0.186,0.044,0.143,0,0.831,0.007,0,1,0.429,0.677,0.001,1,1
0.831,0.007,0,1,0.429,0.677,0.001,1,0.49,0.018,0,1,1
0.429,0.677,0.001,1,0.49,0.018,0,1,1.509,0.011,0.008,1,1
0.49,0.018,0,1,1.509,0.011,0.008,1,0.024,0.34,0.606,1,1
1.509,0.011,0.008,1,0.024,0.34,0.606,1,0.21,0.107,0.24,1,1
0.024,0.34,0.606,1,0.21,0.107,0.24,1,0.286,0.03,0.134,1,0
0.21,0.107,0.24,1,0.286,0.03,0.134,1,0.164,0.15,0.067,0,1
0.286,0.03,0.134,1,0.164,0.15,0.067,0,0.784,0.619,0.06,1,1
0.164,0.15,0.067,0,0.784,0.619,0.06,1,0.427,0.021,0.03,1,0
0.784,0.619,0.06,1,0.427,0.021,0.03,1,0.04,0.021,0.297,0,0
0.427,0.021,0.03,1,0.04,0.021,0.297,0,0.059,0.708,0.021,0,0
0.04,0.021,0.297,0,0.059,0.708,0.021,0,2.221,0,0.129,0,1
0.059,0.708,0.021,0,2.221,0,0.129,0,0.49,0.95,0.001,1,1
2.221,0,0.129,0,0.49,0.95,0.001,1,0.847,0.054,0.15,1,1
0.49,0.95,0.001,1,0.847,0.054,0.15,1,0.48,0.28,0.17,1,0
0.847,0.054,0.15,1,0.48,0.28,0.17,1,0.218,0.01,0.11,0,0
0.48,0.28,0.17,1,0.218,0.01,0.11,0,0.971,0.029,0.599,0,0
0.218,0.01,0.11,0,0.971,0.029,0.599,0,0.71,0,0.401,0,0
0.971,0.029,0.599,0,0.71,0,0.401,0,0.341,0.03,0.1,0,0
0.71,0,0.401,0,0.341,0.03,0.1,0,0.76,0,0.224,0,1
0.341,0.03,0.1,0,0.76,0,0.224,0,0.436,0.041,0.338,1,1
0.76,0,0.224,0,0.436,0.041,0.338,1,0.32,0.179,0.001,1,0
0.436,0.041,0.338,1,0.32,0.179,0.001,1,0.251,0.071,0.16,0,0
0.32,0.179,0.001,1,0.251,0.071,0.16,0,0.3,0.003,0.232,0,1
0.251,0.071,0.16,0,0.3,0.003,0.232,0,0.207,0.173,0.133,1,1
0.3,0.003,0.232,0,0.207,0.173,0.133,1,0.104,0.286,0.125,1,0
0.207,0.173,0.133,1,0.104,0.286,0.125,1,0.551,0,0.16,0,1
0.104,0.286,0.125,1,0.551,0,0.16,0,0.54,0.18,0,1,1
0.551,0,0.16,0,0.54,0.18,0,1,0.011,0.01,0.1,1,1
0.54,0.18,0,1,0.011,0.01,0.1,1,0.04,0.011,0.09,1,0
0.011,0.01,0.1,1,0.04,0.011,0.09,1,0.05,0.02,0.031,0,0
0.04,0.011,0.09,1,0.05,0.02,0.031,0,0.761,0,0.07,0,0
0.05,0.02,0.031,0,0.761,0,0.07,0,0.932,0.12,0.008,0,0
0.761,0,0.07,0,0.932,0.12,0.008,0,0.9,0.007,0.292,0,0
0.932,0.12,0.008,0,0.9,0.007,0.292,0,0.091,0.11,0.052,0,1
0.9,0.007,0.292,0,0.091,0.11,0.052,0,0.408,0.413,0,1,1
0.091,0.11,0.052,0,0.408,0.413,0,1,0.172,0.241,0.021,1,0
0.408,0.413,0,1,0.172,0.241,0.021,1,0.196,0.014,0.121,0,0
0.172,0.241,0.021,1,0.196,0.014,0.121,0,0.39,0.031,0.109,0,0
0.196,0.014,0.121,0,0.39,0.031,0.109,0,0.43,0.111,0.153,0,0
0.39,0.031,0.109,0,0.43,0.111,0.153,0,0.04,0.091,0.063,0,0
0.43,0.111,0.153,0,0.04,0.091,0.063,0,0.669,0.101,0.031,0,0
0.04,0.091,0.063,0,0.669,0.101,0.031,0,0.18,0.011,0.312,0,0
0.669,0.101,0.031,0,0.18,0.011,0.312,0,0.573,0,0.308,0,1
0.18,0.011,0.312,0,0.573,0,0.308,0,0.131,0.01,0.34,1,0
0.573,0,0.308,0,0.131,0.01,0.34,1,0.2,0.128,0,0,1
0.131,0.01,0.34,1,0.2,0.128,0,0,0.19,0,0.04,1,0
0.2,0.128,0,0,0.19,0,0.04,1,0.099,0.111,0.108,0,0
0.19,0,0.04,1,0.099,0.111,0.108,0,0.371,0.007,0.04,0,1
0.099,0.111,0.108,0,0.371,0.007,0.04,0,0.73,0.09,0.021,1,0
0.371,0.007,0.04,0,0.73,0.09,0.021,1,0.15,0.611,0.01,0,0
0.73,0.09,0.021,1,0.15,0.611,0.01,0,0.59,0,0.732,0,0
0.15,0.611,0.01,0,0.59,0,0.732,0,0.271,0.096,0.34,0,0
0.59,0,0.732,0,0.271,0.096,0.34,0,1.753,0.251,0.04,0,1
0.271,0.096,0.34,0,1.753,0.251,0.04,0,0.16,0.782,0.147,1,0
1.753,0.251,0.04,0,0.16,0.782,0.147,1,0.538,0.073,0.212,0,1
0.16,0.782,0.147,1,0.538,0.073,0.212,0,0.817,0.101,0.07,1,0
0.538,0.073,0.212,0,0.817,0.101,0.07,1,0.557,0.064,0,0,0
0.817,0.101,0.07,1,0.557,0.064,0,0,0.18,0.02,0.13,0,1
0.557,0.064,0,0,0.18,0.02,0.13,0,0.861,0,0.003,1,0
0.18,0.02,0.13,0,0.861,0,0.003,1,0.039,0.161,0.151,0,1
0.861,0,0.003,1,0.039,0.161,0.151,0,0.09,0.19,0.123,1,0
0.039,0.161,0.151,0,0.09,0.19,0.123,1,0.219,0.341,0.151,0,0
0.09,0.19,0.123,1,0.219,0.341,0.151,0,0.024,0.1,0.257,0,1
0.219,0.341,0.151,0,0.024,0.1,0.257,0,0.22,0.009,0.071,1,1
0.024,0.1,0.257,0,0.22,0.009,0.071,1,0.401,0.029,0.09,1,1
0.22,0.009,0.071,1,0.401,0.029,0.09,1,0.197,0.124,0.09,1,0
0.401,0.029,0.09,1,0.197,0.124,0.09,1,0.116,0.2,0.24,0,1
0.197,0.124,0.09,1,0.116,0.2,0.24,0,0.12,0.001,0.219,1,1
0.116,0.2,0.24,0,0.12,0.001,0.219,1,0.28,0.019,0.041,1,0
0.12,0.001,0.219,1,0.28,0.019,0.041,1,0.539,0.04,0.051,0,0
0.28,0.019,0.041,1,0.539,0.04,0.051,0,0.69,0.15,0.021,0,1
0.539,0.04,0.051,0,0.69,0.15,0.021,0,0.2,0.101,0,1,1
0.69,0.15,0.021,0,0.2,0.101,0,1,0.06,0.181,0.26,1,0
0.2,0.101,0,1,0.06,0.181,0.26,1,0.069,0,0.111,0,1
0.06,0.181,0.26,1,0.069,0,0.111,0,0,0.11,0.121,1,0
0.069,0,0.111,0,0,0.11,0.121,1,0.33,0.001,0.049,0,0
0,0.11,0.121,1,0.33,0.001,0.049,0,0.381,0.03,0.08,0,1
0.33,0.001,0.049,0,0.381,0.03,0.08,0,0.231,0.019,0,1,1
0.381,0.03,0.08,0,0.231,0.019,0,1,0.382,0.01,0.017,1,0
0.231,0.019,0,1,0.382,0.01,0.017,1,0.091,0.039,0.21,0,1
0.382,0.01,0.017,1,0.091,0.039,0.21,0,0.283,0.099,0.008,1,1
0.091,0.039,0.21,0,0.283,0.099,0.008,1,0.144,0,0.117,1,1
0.283,0.099,0.008,1,0.144,0,0.117,1,0.03,0.05,0.041,1,1
0.144,0,0.117,1,0.03,0.05,0.041,1,0.131,0.03,0,1,0
0.03,0.05,0.041,1,0.131,0.03,0,1,0.079,0.011,0.054,0,1
0.131,0.03,0,1,0.079,0.011,0.054,0,0.21,0.08,0.001,1,1
0.079,0.011,0.054,0,0.21,0.08,0.001,1,0.08,0.11,0.02,1,1
0.21,0.08,0.001,1,0.08,0.11,0.02,1,0,0.04,0.02,1,0
0.08,0.11,0.02,1,0,0.04,0.02,1,0.079,0.021,0.021,0,1
0,0.04,0.02,1,0.079,0.021,0.021,0,0.37,0.001,0.03,1,1
0.079,0.021,0.021,0,0.37,0.001,0.03,1,0.459,0.011,0.091,1,1
0.37,0.001,0.03,1,0.459,0.011,0.091,1,0.069,0.14,0.101,1,0
0.459,0.011,0.091,1,0.069,0.14,0.101,1,0.201,0.01,0.033,0,1
0.069,0.14,0.101,1,0.201,0.01,0.033,0,0.001,0.1,0.052,1,0
0.201,0.01,0.033,0,0.001,0.1,0.052,1,0.039,0.011,0.091,0,1
0.001,0.1,0.052,1,0.039,0.011,0.091,0,0.1,0.091,0,1,0
0.039,0.011,0.091,0,0.1,0.091,0,1,0.17,0,0.021,0,0
0.1,0.091,0,1,0.17,0,0.021,0,0.299,0.001,0.144,0,1
0.17,0,0.021,0,0.299,0.001,0.144,0,0.1,0.101,0.1,1,1
0.299,0.001,0.144,0,0.1,0.101,0.1,1,0.41,0,0.021,1,1
0.1,0.101,0.1,1,0.41,0,0.021,1,0.19,0.101,0.032,1,0
0.41,0,0.021,1,0.19,0.101,0.032,1,0.01,0.02,0.103,0,0
0.19,0.101,0.032,1,0.01,0.02,0.103,0,0.091,0.03,0.11,0,1
0.01,0.02,0.103,0,0.091,0.03,0.11,0,0.213,0.02,0.221,1,1
0.091,0.03,0.11,0,0.213,0.02,0.221,1,1.067,0.184,0.1,1,0
