C1 BodySize,C1 WicksUp,C1 WicksDown,C1 CandleType,C2 BodySize,C2 WicksUp,C2 WicksDown,C2 CandleType,C3 BodySize,C3 WicksUp,C3 WicksDown,C3 CandleType,P0ICTION OUTPUT
0.333,0.157,0.157,0,0.408,0.109,0.1,0,0.56,0.1,0.069,1,1
0.408,0.109,0.1,0,0.56,0.1,0.069,1,0.067,0.092,0.211,1,1
0.56,0.1,0.069,1,0.067,0.092,0.211,1,0.318,0.202,0.21,1,1
0.067,0.092,0.211,1,0.318,0.202,0.21,1,0.142,0.021,0.381,1,0
0.318,0.202,0.21,1,0.142,0.021,0.381,1,0.289,0.191,0.121,0,0
0.142,0.021,0.381,1,0.289,0.191,0.121,0,0.227,0.224,0.28,0,1
0.289,0.191,0.121,0,0.227,0.224,0.28,0,0.029,0.24,0.101,1,1
0.227,0.224,0.28,0,0.029,0.24,0.101,1,0.071,0.03,0.173,1,0
0.029,0.24,0.101,1,0.071,0.03,0.173,1,0.391,0.027,0.14,0,0
0.071,0.03,0.173,1,0.391,0.027,0.14,0,0.191,0.14,0.03,0,1
0.391,0.027,0.14,0,0.191,0.14,0.03,0,0.337,0.152,0.111,1,1
0.191,0.14,0.03,0,0.337,0.152,0.111,1,0.023,0.178,0.317,1,0
0.337,0.152,0.111,1,0.023,0.178,0.317,1,0.43,0.169,0.071,0,0
0.023,0.178,0.317,1,0.43,0.169,0.071,0,0.08,0.191,0.05,0,0
0.43,0.169,0.071,0,0.08,0.191,0.05,0,0.039,0.101,0.171,0,0
0.08,0.191,0.05,0,0.039,0.101,0.171,0,0.259,0.121,0.12,0,1
0.039,0.101,0.171,0,0.259,0.121,0.12,0,0.159,0.25,0.111,1,1
0.259,0.121,0.12,0,0.159,0.25,0.111,1,0.6,0.2,0.001,1,1
0.159,0.25,0.111,1,0.6,0.2,0.001,1,0.201,0.077,0.1,1,0
0.6,0.2,0.001,1,0.201,0.077,0.1,1,0.1,0.101,0.27,0,1
0.201,0.077,0.1,1,0.1,0.101,0.27,0,0.449,0.001,0.291,1,0
0.1,0.101,0.27,0,0.449,0.001,0.291,1,0.951,0,0,0,1
0.449,0.001,0.291,1,0.951,0,0,0,0.041,0.35,0,1,1
0.951,0,0,0,0.041,0.35,0,1,0.683,0.125,0.001,1,1
0.041,0.35,0,1,0.683,0.125,0.001,1,0.2,0.08,0.08,1,0
0.683,0.125,0.001,1,0.2,0.08,0.08,1,0.221,0.08,0.153,0,1
0.2,0.08,0.08,1,0.221,0.08,0.153,0,0.549,0.051,0.061,1,0
0.221,0.08,0.153,0,0.549,0.051,0.061,1,0.004,0.36,0.099,0,1
0.549,0.051,0.061,1,0.004,0.36,0.099,0,1.054,0.15,0,1,1
0.004,0.36,0.099,0,1.054,0.15,0,1,0.17,0.01,0.244,1,0
1.054,0.15,0,1,0.17,0.01,0.244,1,0.679,0.05,0.081,0,1
0.17,0.01,0.244,1,0.679,0.05,0.081,0,0.641,0.047,0.073,1,1
0.679,0.05,0.081,0,0.641,0.047,0.073,1,0.179,0.317,0.211,1,0
0.641,0.047,0.073,1,0.179,0.317,0.211,1,0.222,0.098,0.277,0,1
0.179,0.317,0.211,1,0.222,0.098,0.277,0,0.973,0.058,0.087,1,1
0.222,0.098,0.277,0,0.973,0.058,0.087,1,0.29,0.218,0.01,1,0
0.973,0.058,0.087,1,0.29,0.218,0.01,1,0.108,0.15,0.202,0,1
0.29,0.218,0.01,1,0.108,0.15,0.202,0,0.576,0.363,0.001,1,0
0.108,0.15,0.202,0,0.576,0.363,0.001,1,1.266,0.021,0.251,0,1
0.576,0.363,0.001,1,1.266,0.021,0.251,0,0.21,0.427,0.08,1,0
1.266,0.021,0.251,0,0.21,0.427,0.08,1,0.103,0.17,0.206,0,0
0.21,0.427,0.08,1,0.103,0.17,0.206,0,0.083,0.041,0.047,0,1
0.103,0.17,0.206,0,0.083,0.041,0.047,0,0.233,0,0.037,1,1
0.083,0.041,0.047,0,0.233,0,0.037,1,0.61,0.068,0.04,1,1
0.233,0,0.037,1,0.61,0.068,0.04,1,0.1,0.021,0.3,1,1
0.61,0.068,0.04,1,0.1,0.021,0.3,1,0.3,0.008,0,1,0
0.1,0.021,0.3,1,0.3,0.008,0,1,0.571,0.006,0.02,0,1
0.3,0.008,0,1,0.571,0.006,0.02,0,0.2,0.1,0.081,1,0
0.571,0.006,0.02,0,0.2,0.1,0.081,1,0.112,0.101,0.168,0,0
0.2,0.1,0.081,1,0.112,0.101,0.168,0,0.107,0.021,0.2,0,1
0.112,0.101,0.168,0,0.107,0.021,0.2,0,0.101,0.117,0,1,1
0.107,0.021,0.2,0,0.101,0.117,0,1,0.003,0.131,0.007,1,1
0.101,0.117,0,1,0.003,0.131,0.007,1,0.297,0.01,0.004,1,0
0.003,0.131,0.007,1,0.297,0.01,0.004,1,0.187,0.148,0.013,0,1
0.297,0.01,0.004,1,0.187,0.148,0.013,0,0.151,0.04,0.04,1,0
0.187,0.148,0.013,0,0.151,0.04,0.04,1,0.206,0.02,0.153,0,1
0.151,0.04,0.04,1,0.206,0.02,0.153,0,0.097,0.112,0.026,1,0
0.206,0.02,0.153,0,0.097,0.112,0.026,1,0.135,0.148,0.136,0,0
0.097,0.112,0.026,1,0.135,0.148,0.136,0,0.126,0.044,0.057,0,0
0.135,0.148,0.136,0,0.126,0.044,0.057,0,0.52,0.03,0.051,0,0
0.126,0.044,0.057,0,0.52,0.03,0.051,0,0.24,0.05,0.09,0,1
0.52,0.03,0.051,0,0.24,0.05,0.09,0,0.016,0.183,0.461,1,0
0.24,0.05,0.09,0,0.016,0.183,0.461,1,0.283,0.077,0,0,1
0.016,0.183,0.461,1,0.283,0.077,0,0,0.51,0.001,0.127,1,1
0.283,0.077,0,0,0.51,0.001,0.127,1,0.031,0.09,0.127,1,1
0.51,0.001,0.127,1,0.031,0.09,0.127,1,0.65,0.02,0.051,1,1
0.031,0.09,0.127,1,0.65,0.02,0.051,1,0.123,0.141,0.107,1,1
0.65,0.02,0.051,1,0.123,0.141,0.107,1,0.01,0.2,0.041,1,0
0.123,0.141,0.107,1,0.01,0.2,0.041,1,0.329,0.06,0.111,0,1
0.01,0.2,0.041,1,0.329,0.06,0.111,0,0.64,0.03,0,1,0
0.329,0.06,0.111,0,0.64,0.03,0,1,0.293,0.13,0.017,0,0
0.64,0.03,0,1,0.293,0.13,0.017,0,0.339,0.063,0.061,0,1
0.293,0.13,0.017,0,0.339,0.063,0.061,0,0.32,0.11,0.1,1,0
0.339,0.063,0.061,0,0.32,0.11,0.1,1,0.319,0.051,0.17,0,1
0.32,0.11,0.1,1,0.319,0.051,0.17,0,0.12,0.01,0.004,1,1
0.319,0.051,0.17,0,0.12,0.01,0.004,1,0.21,0,0.1,1,0
0.12,0.01,0.004,1,0.21,0,0.1,1,0.18,0.2,0.04,0,0
0.21,0,0.1,1,0.18,0.2,0.04,0,0.2,0.221,0.049,0,1
0.18,0.2,0.04,0,0.2,0.221,0.049,0,0.18,0.12,0.17,1,0
0.2,0.221,0.049,0,0.18,0.12,0.17,1,0.12,0.231,0.202,0,1
0.18,0.12,0.17,1,0.12,0.231,0.202,0,0.14,0.1,0,1,0
0.12,0.231,0.202,0,0.14,0.1,0,1,0.55,0.011,0,0,0
0.14,0.1,0,1,0.55,0.011,0,0,0.3,0.191,0.04,0,0
0.55,0.011,0,0,0.3,0.191,0.04,0,0.79,0.211,0.31,0,0
0.3,0.191,0.04,0,0.79,0.211,0.31,0,0.38,0.13,0.011,0,1
0.79,0.211,0.31,0,0.38,0.13,0.011,0,0.24,0.357,0.001,1,0
0.38,0.13,0.011,0,0.24,0.357,0.001,1,0.04,0.731,0.05,0,0
0.24,0.357,0.001,1,0.04,0.731,0.05,0,0.099,0.47,0.361,0,1
0.04,0.731,0.05,0,0.099,0.47,0.361,0,0.728,0,0.03,1,0
0.099,0.47,0.361,0,0.728,0,0.03,1,0.093,0.138,0.08,0,0
0.728,0,0.03,1,0.093,0.138,0.08,0,0.108,0.58,0.01,0,1
0.093,0.138,0.08,0,0.108,0.58,0.01,0,0.269,0,0.401,1,0
0.108,0.58,0.01,0,0.269,0,0.401,1,0.129,0.4,0.061,0,1
0.269,0,0.401,1,0.129,0.4,0.061,0,0.438,0.199,0.17,1,0
0.129,0.4,0.061,0,0.438,0.199,0.17,1,0.031,0.31,0.477,0,0
0.438,0.199,0.17,1,0.031,0.31,0.477,0,0.176,0.173,0.051,0,0
0.031,0.31,0.477,0,0.176,0.173,0.051,0,0.26,0.001,0.1,0,1
0.176,0.173,0.051,0,0.26,0.001,0.1,0,0.411,0.18,0.053,1,0
0.26,0.001,0.1,0,0.411,0.18,0.053,1,0.13,0.18,0.2,0,0
0.411,0.18,0.053,1,0.13,0.18,0.2,0,0.101,0.289,0.163,0,1
0.13,0.18,0.2,0,0.101,0.289,0.163,0,0.199,0.181,0.12,1,1
0.101,0.289,0.163,0,0.199,0.181,0.12,1,0.3,0.211,0.11,1,1
0.199,0.181,0.12,1,0.3,0.211,0.11,1,0.409,0.23,0.001,1,1
0.3,0.211,0.11,1,0.409,0.23,0.001,1,0.12,0.28,0.11,1,0
0.409,0.23,0.001,1,0.12,0.28,0.11,1,0.2,0,0.17,0,1
0.12,0.28,0.11,1,0.2,0,0.17,0,0.379,0.04,0.161,1,0
0.2,0,0.17,0,0.379,0.04,0.161,1,0.32,0.01,0.369,0,0
0.379,0.04,0.161,1,0.32,0.01,0.369,0,0.05,0.15,0.214,0,0
0.32,0.01,0.369,0,0.05,0.15,0.214,0,0.22,0.021,0.12,0,0
0.05,0.15,0.214,0,0.22,0.021,0.12,0,0.199,0.04,0.084,0,0
0.22,0.021,0.12,0,0.199,0.04,0.084,0,0.22,0.071,0.09,0,1
0.199,0.04,0.084,0,0.22,0.071,0.09,0,0.39,0.001,0.13,1,0
0.22,0.071,0.09,0,0.39,0.001,0.13,1,0.11,0.001,0.223,0,0
0.39,0.001,0.13,1,0.11,0.001,0.223,0,0.211,0.199,0.08,0,1
0.11,0.001,0.223,0,0.211,0.199,0.08,0,0.45,0.101,0,1,1
0.211,0.199,0.08,0,0.45,0.101,0,1,0.071,0.11,0.073,1,0
0.45,0.101,0,1,0.071,0.11,0.073,1,0.17,0,0.021,0,0
0.071,0.11,0.073,1,0.17,0,0.021,0,0.011,0.17,0.12,0,0
0.17,0,0.021,0,0.011,0.17,0.12,0,0.24,0.2,0.061,0,1
0.011,0.17,0.12,0,0.24,0.2,0.061,0,0.249,0.101,0.001,1,1
0.24,0.2,0.061,0,0.249,0.101,0.001,1,0.499,0.171,0.001,1,0
0.249,0.101,0.001,1,0.499,0.171,0.001,1,0.1,0.19,0.1,0,0
0.499,0.171,0.001,1,0.1,0.19,0.1,0,0.18,0,0.123,0,1
0.1,0.19,0.1,0,0.18,0,0.123,0,0.101,0.02,0,1,0
0.18,0,0.123,0,0.101,0.02,0,1,0.37,0.12,0.023,0,0
0.101,0.02,0,1,0.37,0.12,0.023,0,0.06,0.01,0.279,0,0
0.37,0.12,0.023,0,0.06,0.01,0.279,0,0.141,0,0.153,0,0
0.06,0.01,0.279,0,0.141,0,0.153,0,0.031,0.019,0.223,0,1
0.141,0,0.153,0,0.031,0.019,0.223,0,0.059,0.111,0.004,1,0
0.031,0.019,0.223,0,0.059,0.111,0.004,1,0.111,0.14,0.023,0,1
0.059,0.111,0.004,1,0.111,0.14,0.023,0,0.179,0.041,0.081,1,0
0.111,0.14,0.023,0,0.179,0.041,0.081,1,0.246,0.014,0.161,0,0
0.179,0.041,0.081,1,0.246,0.014,0.161,0,0.689,0.301,0.084,0,1
0.246,0.014,0.161,0,0.689,0.301,0.084,0,0.121,0.129,0,1,1
0.689,0.301,0.084,0,0.121,0.129,0,1,0.14,0.09,0.001,1,1
0.121,0.129,0,1,0.14,0.09,0.001,1,0.22,0.069,0,1,0
0.14,0.09,0.001,1,0.22,0.069,0,1,0.02,0.111,0.09,0,1
0.22,0.069,0,1,0.02,0.111,0.09,0,0.42,0.001,0,1,0
0.02,0.111,0.09,0,0.42,0.001,0,1,0.23,0,0.041,0,1
0.42,0.001,0,1,0.23,0,0.041,0,0.078,0.1,0.019,1,0
0.23,0,0.041,0,0.078,0.1,0.019,1,0.033,0.14,0.08,0,1
0.078,0.1,0.019,1,0.033,0.14,0.08,0,0.101,0.029,0.059,1,1
0.033,0.14,0.08,0,0.101,0.029,0.059,1,1.253,0.099,0.081,1,0
0.101,0.029,0.059,1,1.253,0.099,0.081,1,0.27,0.29,0.369,0,1
1.253,0.099,0.081,1,0.27,0.29,0.369,0,0.166,0.034,0.31,1,1
0.27,0.29,0.369,0,0.166,0.034,0.31,1,0.2,0.151,0.097,1,0
0.166,0.034,0.31,1,0.2,0.151,0.097,1,0.276,0.2,0.19,0,0
0.2,0.151,0.097,1,0.276,0.2,0.19,0,0.31,0.19,0.01,0,1
0.276,0.2,0.19,0,0.31,0.19,0.01,0,0.527,0.52,0.28,1,0
0.31,0.19,0.01,0,0.527,0.52,0.28,1,0.422,0.098,0.208,0,1
0.527,0.52,0.28,1,0.422,0.098,0.208,0,1.352,0.61,0.02,1,0
0.422,0.098,0.208,0,1.352,0.61,0.02,1,0.01,0.449,0.061,0,1
1.352,0.61,0.02,1,0.01,0.449,0.061,0,0.14,0.001,0.57,1,0
0.01,0.449,0.061,0,0.14,0.001,0.57,1,0.32,0.178,0.043,0,1
0.14,0.001,0.57,1,0.32,0.178,0.043,0,0.58,0.029,0.011,1,0
0.32,0.178,0.043,0,0.58,0.029,0.011,1,0.199,0.05,0.411,0,0
0.58,0.029,0.011,1,0.199,0.05,0.411,0,0.519,0,0.144,0,1
0.199,0.05,0.411,0,0.519,0,0.144,0,0.377,0.063,0,1,0
0.519,0,0.144,0,0.377,0.063,0,1,0.267,0.121,0.19,0,1
0.377,0.063,0,1,0.267,0.121,0.19,0,0.097,0.021,0.212,1,1
0.267,0.121,0.19,0,0.097,0.021,0.212,1,0.701,0.01,0.01,1,0
0.097,0.021,0.212,1,0.701,0.01,0.01,1,0.47,0.011,0.14,0,1
0.701,0.01,0.01,1,0.47,0.011,0.14,0,0.64,0.211,0,1,1
0.47,0.011,0.14,0,0.64,0.211,0,1,0.039,0.161,0.49,1,0
0.64,0.211,0,1,0.039,0.161,0.49,1,0.191,0.077,0.1,0,0
0.039,0.161,0.49,1,0.191,0.077,0.1,0,0.15,0.016,0.111,0,0
0.191,0.077,0.1,0,0.15,0.016,0.111,0,0.17,0.137,0,0,1
0.15,0.016,0.111,0,0.17,0.137,0,0,1.06,0.08,0.041,1,1
0.17,0.137,0,0,1.06,0.08,0.041,1,0.257,0.653,0.274,1,1
1.06,0.08,0.041,1,0.257,0.653,0.274,1,1.781,0.81,0,1,0
0.257,0.653,0.274,1,1.781,0.81,0,1,0.279,0.051,0.254,0,0
1.781,0.81,0,1,0.279,0.051,0.254,0,0.383,0.131,0.097,0,1
0.279,0.051,0.254,0,0.383,0.131,0.097,0,0.401,0,0.1,1,1
0.383,0.131,0.097,0,0.401,0,0.1,1,0.379,0.101,0.238,1,0
0.401,0,0.1,1,0.379,0.101,0.238,1,0.586,0,0.091,0,1
0.379,0.101,0.238,1,0.586,0,0.091,0,0.449,0.038,0.071,1,1
0.586,0,0.091,0,0.449,0.038,0.071,1,1.56,0.341,0.06,1,0
0.449,0.038,0.071,1,1.56,0.341,0.06,1,0.63,0.001,0,0,0
1.56,0.341,0.06,1,0.63,0.001,0,0,0.209,0.251,0.021,0,1
0.63,0.001,0,0,0.209,0.251,0.021,0,0.452,0.137,0.038,1,0
0.209,0.251,0.021,0,0.452,0.137,0.038,1,0.273,0.25,0.081,0,0
0.452,0.137,0.038,1,0.273,0.25,0.081,0,0.047,0,0.473,0,1
0.273,0.25,0.081,0,0.047,0,0.473,0,0.146,0,0.454,1,1
0.047,0,0.473,0,0.146,0,0.454,1,0.981,0.369,0.177,1,1
0.146,0,0.454,1,0.981,0.369,0.177,1,0.072,0.041,0.69,1,1
0.981,0.369,0.177,1,0.072,0.041,0.69,1,0.057,0.21,0.374,1,0
0.072,0.041,0.69,1,0.057,0.21,0.374,1,0.511,0.017,0.053,0,0
0.057,0.21,0.374,1,0.511,0.017,0.053,0,0.299,0.33,0.101,0,1
0.511,0.017,0.053,0,0.299,0.33,0.101,0,1.461,0.03,0.152,1,1
0.299,0.33,0.101,0,1.461,0.03,0.152,1,0.51,0.02,0.052,1,0
1.461,0.03,0.152,1,0.51,0.02,0.052,1,0.87,0.051,0.012,0,1
0.51,0.02,0.052,1,0.87,0.051,0.012,0,0.57,0.04,0.01,1,0
0.87,0.051,0.012,0,0.57,0.04,0.01,1,0.4,0.131,0.2,0,1
0.57,0.04,0.01,1,0.4,0.131,0.2,0,0.6,0.1,0.201,1,0
0.4,0.131,0.2,0,0.6,0.1,0.201,1,0.479,0.201,0.101,0,0
0.6,0.1,0.201,1,0.479,0.201,0.101,0,0.17,0.128,0.053,0,1
0.479,0.201,0.101,0,0.17,0.128,0.053,0,1.109,0.067,0.071,1,1
0.17,0.128,0.053,0,1.109,0.067,0.071,1,0.2,0.357,0.093,1,1
1.109,0.067,0.071,1,0.2,0.357,0.093,1,0.126,0.19,0.141,1,1
0.2,0.357,0.093,1,0.126,0.19,0.141,1,0.114,0.33,0.197,1,0
0.126,0.19,0.141,1,0.114,0.33,0.197,1,0.964,0.2,0.179,0,0
0.114,0.33,0.197,1,0.964,0.2,0.179,0,0.076,0.411,0.014,0,1
0.964,0.2,0.179,0,0.076,0.411,0.014,0,0.45,0.067,0.114,1,1
0.076,0.411,0.014,0,0.45,0.067,0.114,1,0.03,0.111,0.282,1,0
0.45,0.067,0.114,1,0.03,0.111,0.282,1,0.079,0.39,0.101,0,1
0.03,0.111,0.282,1,0.079,0.39,0.101,0,0.11,0.121,0.302,1,0
0.079,0.39,0.101,0,0.11,0.121,0.302,1,0.273,0.598,0.17,0,1
0.11,0.121,0.302,1,0.273,0.598,0.17,0,0.99,0.4,0,1,0
0.273,0.598,0.17,0,0.99,0.4,0,1,0.3,0.101,0.22,0,1
0.99,0.4,0,1,0.3,0.101,0.22,0,0.281,0.09,0,1,1
0.3,0.101,0.22,0,0.281,0.09,0,1,0.133,0.1,0.251,1,0
0.281,0.09,0,1,0.133,0.1,0.251,1,0.4,0.02,0.5,0,0
0.133,0.1,0.251,1,0.4,0.02,0.5,0,0.411,0,0.17,0,1
0.4,0.02,0.5,0,0.411,0,0.17,0,0.22,0.021,0.07,1,0
0.411,0,0.17,0,0.22,0.021,0.07,1,0.54,0.19,0.154,0,0
0.22,0.021,0.07,1,0.54,0.19,0.154,0,0.229,0.031,0.461,0,0
0.54,0.19,0.154,0,0.229,0.031,0.461,0,0.211,0.12,0.109,0,1
0.229,0.031,0.461,0,0.211,0.12,0.109,0,0.69,0.11,0.06,1,1
0.211,0.12,0.109,0,0.69,0.11,0.06,1,0.099,0.091,0.261,1,1
0.69,0.11,0.06,1,0.099,0.091,0.261,1,0.38,0.09,0.011,1,1
0.099,0.091,0.261,1,0.38,0.09,0.011,1,0.514,0.349,0.007,1,0
0.38,0.09,0.011,1,0.514,0.349,0.007,1,0.11,0.27,0.041,0,1
0.514,0.349,0.007,1,0.11,0.27,0.041,0,0.451,0.019,0.123,1,1
0.11,0.27,0.041,0,0.451,0.019,0.123,1,0.42,0.01,0.352,1,0
0.451,0.019,0.123,1,0.42,0.01,0.352,1,0.321,0.09,0.2,0,1
0.42,0.01,0.352,1,0.321,0.09,0.2,0,0.91,0.101,0.17,1,1
0.321,0.09,0.2,0,0.91,0.101,0.17,1,0.279,0.091,0.154,1,1
0.91,0.101,0.17,1,0.279,0.091,0.154,1,0.759,0.78,0.101,1,0
0.279,0.091,0.154,1,0.759,0.78,0.101,1,0.429,0.001,0.49,0,0
0.759,0.78,0.101,1,0.429,0.001,0.49,0,0.551,0.376,0.18,0,1
0.429,0.001,0.49,0,0.551,0.376,0.18,0,0.739,0,0.071,1,0
0.551,0.376,0.18,0,0.739,0,0.071,1,0.44,0.1,0.871,0,1
0.739,0,0.071,1,0.44,0.1,0.871,0,0.339,0.587,0.121,1,0
0.44,0.1,0.871,0,0.339,0.587,0.121,1,0.32,0.511,0.693,0,0
0.339,0.587,0.121,1,0.32,0.511,0.693,0,0.72,0.021,0.33,0,1
0.32,0.511,0.693,0,0.72,0.021,0.33,0,0.778,0.399,0.053,1,1
0.72,0.021,0.33,0,0.778,0.399,0.053,1,0.173,0.147,0.61,1,0
0.778,0.399,0.053,1,0.173,0.147,0.61,1,0.299,0.4,0.181,0,0
0.173,0.147,0.61,1,0.299,0.4,0.181,0,0.1,0.527,0.08,0,1
0.299,0.4,0.181,0,0.1,0.527,0.08,0,0.889,0.15,0.081,1,1
0.1,0.527,0.08,0,0.889,0.15,0.081,1,0.161,0.249,0.213,1,0
0.889,0.15,0.081,1,0.161,0.249,0.213,1,0.691,0.15,0.122,0,1
0.161,0.249,0.213,1,0.691,0.15,0.122,0,0.5,0.011,0.272,1,1
0.691,0.15,0.122,0,0.5,0.011,0.272,1,0.002,0.107,0.678,1,0
0.5,0.011,0.272,1,0.002,0.107,0.678,1,0.034,0.687,0.23,0,1
0.002,0.107,0.678,1,0.034,0.687,0.23,0,1.453,0.237,0.039,1,0
0.034,0.687,0.23,0,1.453,0.237,0.039,1,0.184,0.127,0.217,0,0
1.453,0.237,0.039,1,0.184,0.127,0.217,0,1.072,0.007,0.168,0,1
0.184,0.127,0.217,0,1.072,0.007,0.168,0,0.443,0.087,0.177,1,1
1.072,0.007,0.168,0,0.443,0.087,0.177,1,1.19,0.111,0.11,1,1
0.443,0.087,0.177,1,1.19,0.111,0.11,1,0.06,0.341,0.189,1,0
1.19,0.111,0.11,1,0.06,0.341,0.189,1,0.9,0.601,0.543,0,1
0.06,0.341,0.189,1,0.9,0.601,0.543,0,0.916,0.191,0.041,1,0
0.9,0.601,0.543,0,0.916,0.191,0.041,1,1.06,0.104,0.076,0,0
0.916,0.191,0.041,1,1.06,0.104,0.076,0,0.057,0.154,0.63,0,1
1.06,0.104,0.076,0,0.057,0.154,0.63,0,0.146,0.124,0.46,1,0
0.057,0.154,0.63,0,0.146,0.124,0.46,1,0.019,0.33,0.198,0,0
0.146,0.124,0.46,1,0.019,0.33,0.198,0,0.567,0.099,0.331,0,1
0.019,0.33,0.198,0,0.567,0.099,0.331,0,0.858,0.079,0.11,1,0
0.567,0.099,0.331,0,0.858,0.079,0.11,1,0.558,0.053,0.02,0,0
0.858,0.079,0.11,1,0.558,0.053,0.02,0,0.394,0.64,0.049,0,0
0.558,0.053,0.02,0,0.394,0.64,0.049,0,0.17,0.411,0.027,0,1
0.394,0.64,0.049,0,0.17,0.411,0.027,0,0.313,0.351,0,1,0
0.17,0.411,0.027,0,0.313,0.351,0,1,1.682,0.251,0.088,0,1
0.313,0.351,0,1,1.682,0.251,0.088,0,1.04,0.061,0.182,1,0
1.682,0.251,0.088,0,1.04,0.061,0.182,1,0.134,0.055,0.8,0,1
1.04,0.061,0.182,1,0.134,0.055,0.8,0,0.454,0.237,0.237,1,1
0.134,0.055,0.8,0,0.454,0.237,0.237,1,0.104,0.167,0.396,1,1
0.454,0.237,0.237,1,0.104,0.167,0.396,1,0.18,0.211,0.263,1,0
0.104,0.167,0.396,1,0.18,0.211,0.263,1,1.059,0.12,0,0,0
0.18,0.211,0.263,1,1.059,0.12,0,0,0.551,0.1,0.51,0,1
1.059,0.12,0,0,0.551,0.1,0.51,0,0.201,0.3,0.017,1,1
0.551,0.1,0.51,0,0.201,0.3,0.017,1,0.493,0.251,0.147,1,0
0.201,0.3,0.017,1,0.493,0.251,0.147,1,0.73,0.256,0.101,0,1
0.493,0.251,0.147,1,0.73,0.256,0.101,0,1.117,0.051,0,1,1
0.73,0.256,0.101,0,1.117,0.051,0,1,0.626,0.441,0.074,1,0
1.117,0.051,0,1,0.626,0.441,0.074,1,0.66,0.188,0.2,0,1
0.626,0.441,0.074,1,0.66,0.188,0.2,0,0.149,0.201,0.281,1,1
0.66,0.188,0.2,0,0.149,0.201,0.281,1,0.369,0.201,0.111,1,0
0.149,0.201,0.281,1,0.369,0.201,0.111,1,0.001,0.22,0.11,0,1
0.369,0.201,0.111,1,0.001,0.22,0.11,0,0.09,0.319,0.164,1,0
0.001,0.22,0.11,0,0.09,0.319,0.164,1,0.27,0.091,0.4,0,1
0.09,0.319,0.164,1,0.27,0.091,0.4,0,0.521,0.059,0.33,1,1
0.27,0.091,0.4,0,0.521,0.059,0.33,1,0.312,0.027,0,1,0
0.521,0.059,0.33,1,0.312,0.027,0,1,0.38,0.3,0.09,0,0
0.312,0.027,0,1,0.38,0.3,0.09,0,0.12,0.207,0.301,0,1
0.38,0.3,0.09,0,0.12,0.207,0.301,0,0.37,0.05,0.413,1,0
0.12,0.207,0.301,0,0.37,0.05,0.413,1,0.34,0.171,0.192,0,1
0.37,0.05,0.413,1,0.34,0.171,0.192,0,0.99,0.05,0.25,1,1
0.34,0.171,0.192,0,0.99,0.05,0.25,1,0.928,1.05,0.37,1,1
0.99,0.05,0.25,1,0.928,1.05,0.37,1,0.312,0.357,0.077,1,1
0.928,1.05,0.37,1,0.312,0.357,0.077,1,0.271,0.216,0.382,1,1
0.312,0.357,0.077,1,0.271,0.216,0.382,1,0.854,0.24,0.39,1,1
0.271,0.216,0.382,1,0.854,0.24,0.39,1,0.59,0.42,0.301,1,0
0.854,0.24,0.39,1,0.59,0.42,0.301,1,0.93,0.047,0.39,0,1
0.59,0.42,0.301,1,0.93,0.047,0.39,0,0.459,0.251,0.02,1,1
0.93,0.047,0.39,0,0.459,0.251,0.02,1,0.689,0.231,0.011,1,1
0.459,0.251,0.02,1,0.689,0.231,0.011,1,1.139,0.22,0.141,1,1
0.689,0.231,0.011,1,1.139,0.22,0.141,1,1.083,0.236,0.338,1,1
1.139,0.22,0.141,1,1.083,0.236,0.338,1,0.24,0.947,0.101,1,0
1.083,0.236,0.338,1,0.24,0.947,0.101,1,0.69,1.74,0.34,0,1
0.24,0.947,0.101,1,0.69,1.74,0.34,0,0.17,0.51,0.094,1,0
0.69,1.74,0.34,0,0.17,0.51,0.094,1,0.41,0.02,0.353,0,1
0.17,0.51,0.094,1,0.41,0.02,0.353,0,0.53,0.03,0.223,1,0
0.41,0.02,0.353,0,0.53,0.03,0.223,1,0.293,0.058,0.21,0,0
0.53,0.03,0.223,1,0.293,0.058,0.21,0,0.086,0.164,0.231,0,0
0.293,0.058,0.21,0,0.086,0.164,0.231,0,0.059,0.041,0.29,0,1
0.086,0.164,0.231,0,0.059,0.041,0.29,0,0.487,0.104,0.153,1,0
0.059,0.041,0.29,0,0.487,0.104,0.153,1,0.017,0.314,0.269,0,0
0.487,0.104,0.153,1,0.017,0.314,0.269,0,1.903,0.11,0.048,0,1
0.017,0.314,0.269,0,1.903,0.11,0.048,0,0.022,0.221,0.611,1,1
1.903,0.11,0.048,0,0.022,0.221,0.611,1,0.191,0,0.46,1,1
0.022,0.221,0.611,1,0.191,0,0.46,1,1.686,0.144,0.041,1,0
0.191,0,0.46,1,1.686,0.144,0.041,1,0.897,0.021,0.14,0,0
1.686,0.144,0.041,1,0.897,0.021,0.14,0,0.501,0.3,0.29,0,1
0.897,0.021,0.14,0,0.501,0.3,0.29,0,0.33,0.06,0.521,1,0
0.501,0.3,0.29,0,0.33,0.06,0.521,1,0.631,0,0.14,0,1
0.33,0.06,0.521,1,0.631,0,0.14,0,0.37,0.481,0.053,1,0
0.631,0,0.14,0,0.37,0.481,0.053,1,0.093,0.05,0.457,0,0
0.37,0.481,0.053,1,0.093,0.05,0.457,0,0.241,0.03,0.233,0,0
0.093,0.05,0.457,0,0.241,0.03,0.233,0,0.39,0,0.041,0,0
